    0.912	    0.002	    0.129	   -1.764	    0.081	    0.077	    0.363	  -10.000
    0.913	    0.002	    0.181	   -0.024	    0.077	    0.044	    0.061	   -9.980
    0.912	    0.002	    0.395	    0.038	    0.069	    0.044	    0.035	   -9.960
    0.911	    0.002	    0.222	    0.244	    0.079	    0.045	    0.032	   -9.940
    0.912	    0.002	    0.016	    0.148	    0.085	    0.044	    0.033	   -9.920
    0.912	    0.002	    0.187	   -0.110	    0.069	    0.043	    0.032	   -9.900
    0.912	    0.002	    0.016	    0.121	    0.083	    0.043	    0.031	   -9.880
    0.911	    0.002	    0.064	   -0.044	    0.078	    0.043	    0.031	   -9.860
    0.910	    0.002	    0.100	   -0.146	    0.071	    0.044	    0.032	   -9.840
    0.910	    0.002	   -0.087	    0.154	    0.085	    0.045	    0.032	   -9.820
    0.909	    0.001	    0.114	   -0.177	    0.072	    0.041	    0.030	   -9.800
    0.909	    0.002	   -0.027	    0.076	    0.084	    0.045	    0.030	   -9.780
    0.909	    0.002	    0.000	    0.006	    0.078	    0.042	    0.031	   -9.760
    0.909	    0.002	    0.148	   -0.170	    0.067	    0.043	    0.031	   -9.740
    0.909	    0.002	   -0.087	    0.161	    0.085	    0.044	    0.030	   -9.720
    0.909	    0.002	    0.132	   -0.164	    0.071	    0.043	    0.031	   -9.700
    0.909	    0.002	   -0.016	    0.078	    0.080	    0.043	    0.031	   -9.680
    0.909	    0.002	   -0.072	    0.048	    0.081	    0.040	    0.029	   -9.660
    0.908	    0.002	    0.138	   -0.176	    0.069	    0.042	    0.030	   -9.640
    0.908	    0.002	   -0.071	    0.174	    0.087	    0.044	    0.031	   -9.620
    0.907	    0.002	    0.163	   -0.150	    0.069	    0.042	    0.031	   -9.600
    0.907	    0.002	   -0.018	    0.104	    0.083	    0.044	    0.030	   -9.580
    0.908	    0.002	   -0.065	    0.014	    0.079	    0.043	    0.031	   -9.560
    0.908	    0.002	    0.130	   -0.162	    0.070	    0.044	    0.032	   -9.540
    0.909	    0.002	   -0.086	    0.164	    0.086	    0.043	    0.029	   -9.520
    0.908	    0.002	    0.096	   -0.174	    0.069	    0.043	    0.031	   -9.500
    0.909	    0.002	   -0.091	    0.077	    0.082	    0.045	    0.031	   -9.480
    0.909	    0.002	    0.070	   -0.127	    0.072	    0.043	    0.032	   -9.460
    0.909	    0.002	   -0.082	    0.040	    0.080	    0.043	    0.030	   -9.440
    0.908	    0.002	    0.069	   -0.023	    0.076	    0.040	    0.029	   -9.420
    0.908	    0.002	   -0.029	   -0.109	    0.074	    0.044	    0.031	   -9.400
    0.907	    0.002	   -0.053	    0.090	    0.078	    0.040	    0.029	   -9.380
    0.908	    0.002	    0.157	   -0.155	    0.069	    0.041	    0.029	   -9.360
    0.909	    0.002	   -0.093	    0.165	    0.084	    0.045	    0.032	   -9.340
    0.909	    0.002	    0.078	   -0.157	    0.069	    0.043	    0.032	   -9.320
    0.910	    0.002	   -0.074	    0.087	    0.080	    0.041	    0.029	   -9.300
    0.910	    0.002	    0.080	   -0.096	    0.073	    0.041	    0.030	   -9.280
    0.910	    0.002	   -0.042	    0.033	    0.078	    0.044	    0.031	   -9.260
    0.910	    0.002	   -0.019	    0.043	    0.076	    0.040	    0.031	   -9.240
    0.910	    0.002	    0.063	   -0.135	    0.074	    0.043	    0.031	   -9.220
    0.910	    0.002	   -0.150	    0.136	    0.080	    0.041	    0.030	   -9.200
    0.910	    0.002	   -0.118	   -0.166	    0.074	    0.041	    0.030	   -9.180
    0.911	    0.002	    0.137	   -0.027	    0.076	    0.040	    0.028	   -9.160
    0.912	    0.002	    0.171	    0.018	    0.075	    0.040	    0.029	   -9.140
    0.912	    0.002	   -0.026	    0.095	    0.078	    0.043	    0.030	   -9.120
    0.912	    0.002	    0.053	   -0.012	    0.074	    0.041	    0.030	   -9.100
    0.912	    0.002	    0.013	   -0.078	    0.072	    0.042	    0.031	   -9.080
    0.912	    0.002	   -0.051	    0.153	    0.082	    0.043	    0.030	   -9.060
    0.912	    0.002	    0.117	   -0.170	    0.069	    0.042	    0.031	   -9.040
    0.912	    0.002	   -0.086	    0.169	    0.081	    0.042	    0.029	   -9.020
    0.913	    0.002	    0.123	   -0.163	    0.067	    0.041	    0.031	   -9.000
    0.913	    0.002	   -0.079	    0.160	    0.082	    0.041	    0.029	   -8.980
    0.914	    0.002	    0.073	   -0.119	    0.069	    0.039	    0.029	   -8.960
    0.914	    0.002	   -0.042	    0.056	    0.077	    0.042	    0.028	   -8.940
    0.914	    0.002	    0.015	    0.038	    0.075	    0.039	    0.029	   -8.920
    0.914	    0.002	    0.063	   -0.118	    0.072	    0.041	    0.029	   -8.900
    0.914	    0.002	   -0.102	    0.172	    0.082	    0.042	    0.029	   -8.880
    0.914	    0.002	    0.111	   -0.177	    0.067	    0.041	    0.029	   -8.860
    0.914	    0.002	   -0.081	    0.162	    0.083	    0.041	    0.028	   -8.840
    0.914	    0.002	    0.117	   -0.089	    0.068	    0.039	    0.029	   -8.820
    0.915	    0.002	   -0.036	    0.091	    0.078	    0.042	    0.029	   -8.800
    0.916	    0.002	    0.082	    0.005	    0.073	    0.038	    0.028	   -8.780
    0.916	    0.002	    0.054	   -0.074	    0.072	    0.044	    0.031	   -8.760
    0.916	    0.002	   -0.052	    0.164	    0.080	    0.042	    0.030	   -8.740
    0.916	    0.002	    0.054	   -0.172	    0.071	    0.042	    0.031	   -8.720
    0.915	    0.002	   -0.132	    0.149	    0.083	    0.043	    0.031	   -8.700
    0.916	    0.002	    0.094	   -0.188	    0.067	    0.043	    0.031	   -8.680
    0.915	    0.002	   -0.089	    0.142	    0.081	    0.042	    0.028	   -8.660
    0.915	    0.002	    0.081	   -0.081	    0.070	    0.039	    0.028	   -8.640
    0.915	    0.002	   -0.051	    0.038	    0.081	    0.044	    0.030	   -8.620
    0.915	    0.002	   -0.003	    0.049	    0.075	    0.041	    0.028	   -8.600
    0.916	    0.002	    0.114	   -0.137	    0.068	    0.041	    0.029	   -8.580
    0.916	    0.002	   -0.085	    0.167	    0.083	    0.041	    0.028	   -8.560
    0.916	    0.002	    0.138	   -0.157	    0.069	    0.042	    0.030	   -8.540
    0.915	    0.002	   -0.074	    0.181	    0.081	    0.040	    0.028	   -8.520
    0.915	    0.002	    0.096	   -0.114	    0.071	    0.042	    0.031	   -8.500
    0.915	    0.002	   -0.029	    0.086	    0.078	    0.044	    0.031	   -8.480
    0.915	    0.002	   -0.060	    0.022	    0.076	    0.040	    0.030	   -8.460
    0.915	    0.002	    0.142	   -0.144	    0.067	    0.039	    0.029	   -8.440
    0.915	    0.002	   -0.087	    0.191	    0.083	    0.044	    0.031	   -8.420
    0.915	    0.002	    0.139	   -0.151	    0.068	    0.040	    0.031	   -8.400
    0.915	    0.002	   -0.085	    0.167	    0.086	    0.044	    0.031	   -8.380
    0.915	    0.002	    0.100	   -0.137	    0.072	    0.041	    0.031	   -8.360
    0.915	    0.002	   -0.060	    0.119	    0.081	    0.042	    0.030	   -8.340
    0.915	    0.002	    0.059	   -0.084	    0.070	    0.041	    0.031	   -8.320
    0.914	    0.002	   -0.042	    0.015	    0.079	    0.043	    0.030	   -8.300
    0.913	    0.002	   -0.013	    0.071	    0.077	    0.041	    0.029	   -8.280
    0.913	    0.002	    0.098	   -0.148	    0.072	    0.042	    0.031	   -8.260
    0.913	    0.002	   -0.105	    0.173	    0.083	    0.043	    0.030	   -8.240
    0.913	    0.002	    0.119	   -0.169	    0.067	    0.041	    0.030	   -8.220
    0.912	    0.002	   -0.076	    0.172	    0.086	    0.042	    0.029	   -8.200
    0.912	    0.002	   -0.017	   -0.117	    0.072	    0.044	    0.033	   -8.180
    0.913	    0.002	    0.147	   -0.110	    0.067	    0.040	    0.030	   -8.160
    0.912	    0.002	    0.076	    0.128	    0.078	    0.038	    0.028	   -8.140
    0.911	    0.002	   -0.074	    0.118	    0.080	    0.042	    0.031	   -8.120
    0.910	    0.002	   -0.005	   -0.013	    0.075	    0.041	    0.030	   -8.100
    0.910	    0.001	    0.116	    0.104	    0.078	    0.044	    0.031	   -8.080
    0.909	    0.002	    0.080	    0.052	    0.077	    0.042	    0.028	   -8.060
    0.909	    0.002	    0.032	   -0.007	    0.075	    0.043	    0.032	   -8.040
    0.909	    0.001	   -0.148	    0.000	    0.079	    0.044	    0.032	   -8.020
    0.909	    0.001	   -0.199	   -0.025	    0.083	    0.042	    0.031	   -8.000
    0.909	    0.002	    0.032	   -0.180	    0.072	    0.043	    0.031	   -7.980
    0.909	    0.002	    0.129	   -0.031	    0.071	    0.042	    0.031	   -7.960
    0.907	    0.002	    0.161	    0.105	    0.075	    0.042	    0.030	   -7.940
    0.907	    0.002	   -0.127	    0.095	    0.086	    0.044	    0.032	   -7.920
    0.906	    0.002	   -0.211	   -0.118	    0.078	    0.041	    0.031	   -7.900
    0.906	    0.002	   -0.070	   -0.165	    0.077	    0.042	    0.030	   -7.880
    0.906	    0.002	    0.153	   -0.111	    0.070	    0.043	    0.031	   -7.860
    0.907	    0.002	    0.209	    0.121	    0.073	    0.044	    0.031	   -7.840
    0.906	    0.002	    0.135	    0.106	    0.077	    0.044	    0.031	   -7.820
    0.905	    0.002	    0.010	    0.081	    0.080	    0.045	    0.031	   -7.800
    0.905	    0.002	   -0.203	    0.058	    0.083	    0.044	    0.032	   -7.780
    0.905	    0.002	   -0.227	   -0.186	    0.078	    0.041	    0.031	   -7.760
    0.904	    0.002	    0.110	   -0.117	    0.072	    0.041	    0.029	   -7.740
    0.904	    0.002	    0.016	    0.092	    0.078	    0.045	    0.031	   -7.720
    0.905	    0.002	   -0.104	    0.144	    0.083	    0.042	    0.029	   -7.700
    0.905	    0.002	    0.116	   -0.163	    0.069	    0.042	    0.031	   -7.680
    0.905	    0.002	   -0.074	    0.105	    0.081	    0.044	    0.032	   -7.660
    0.905	    0.002	   -0.085	   -0.091	    0.078	    0.044	    0.032	   -7.640
    0.905	    0.001	    0.137	   -0.155	    0.068	    0.042	    0.030	   -7.620
    0.905	    0.002	   -0.070	    0.188	    0.085	    0.043	    0.031	   -7.600
    0.905	    0.002	    0.125	   -0.121	    0.067	    0.041	    0.032	   -7.580
    0.904	    0.002	    0.031	    0.121	    0.079	    0.042	    0.028	   -7.560
    0.905	    0.002	   -0.119	    0.066	    0.083	    0.043	    0.031	   -7.540
    0.905	    0.002	    0.118	   -0.146	    0.070	    0.043	    0.031	   -7.520
    0.905	    0.002	   -0.053	    0.155	    0.080	    0.042	    0.031	   -7.500
    0.905	    0.002	    0.063	   -0.083	    0.073	    0.042	    0.031	   -7.480
    0.906	    0.002	    0.107	   -0.017	    0.075	    0.044	    0.031	   -7.460
    0.906	    0.002	   -0.106	    0.167	    0.082	    0.045	    0.032	   -7.440
    0.905	    0.002	    0.080	   -0.166	    0.069	    0.041	    0.031	   -7.420
    0.905	    0.001	   -0.072	    0.066	    0.081	    0.045	    0.031	   -7.400
    0.905	    0.002	   -0.148	    0.058	    0.081	    0.044	    0.032	   -7.380
    0.905	    0.002	    0.086	   -0.186	    0.067	    0.043	    0.033	   -7.360
    0.905	    0.002	   -0.076	    0.128	    0.086	    0.042	    0.030	   -7.340
    0.906	    0.002	    0.096	   -0.080	    0.070	    0.043	    0.031	   -7.320
    0.906	    0.002	   -0.053	    0.029	    0.076	    0.045	    0.031	   -7.300
    0.907	    0.002	   -0.103	    0.050	    0.081	    0.042	    0.029	   -7.280
    0.908	    0.002	    0.092	   -0.141	    0.070	    0.041	    0.031	   -7.260
    0.907	    0.002	    0.216	    0.120	    0.074	    0.042	    0.029	   -7.240
    0.909	    0.002	   -0.094	    0.128	    0.083	    0.044	    0.031	   -7.220
    0.908	    0.002	   -0.203	   -0.123	    0.078	    0.043	    0.033	   -7.200
    0.908	    0.002	    0.048	   -0.134	    0.073	    0.041	    0.028	   -7.180
    0.908	    0.002	    0.183	   -0.022	    0.069	    0.041	    0.029	   -7.160
    0.909	    0.002	    0.042	    0.162	    0.079	    0.042	    0.030	   -7.140
    0.910	    0.002	   -0.170	    0.078	    0.084	    0.042	    0.032	   -7.120
    0.911	    0.002	   -0.100	   -0.173	    0.075	    0.044	    0.031	   -7.100
    0.911	    0.002	   -0.092	   -0.135	    0.074	    0.039	    0.030	   -7.080
    0.912	    0.002	   -0.047	   -0.075	    0.078	    0.042	    0.029	   -7.060
    0.912	    0.002	    0.192	   -0.007	    0.070	    0.041	    0.030	   -7.040
    0.912	    0.002	    0.196	    0.069	    0.075	    0.043	    0.030	   -7.020
    0.912	    0.002	    0.240	    0.137	    0.074	    0.045	    0.031	   -7.000
    0.914	    0.002	   -0.052	    0.186	    0.082	    0.045	    0.032	   -6.980
    0.913	    0.002	   -0.140	   -0.088	    0.077	    0.042	    0.031	   -6.960
    0.913	    0.002	    0.116	   -0.136	    0.069	    0.041	    0.030	   -6.940
    0.912	    0.002	    0.193	    0.066	    0.072	    0.044	    0.031	   -6.920
    0.912	    0.002	   -0.040	    0.144	    0.081	    0.043	    0.030	   -6.900
    0.913	    0.002	   -0.145	   -0.019	    0.081	    0.047	    0.034	   -6.880
    0.913	    0.002	    0.058	   -0.103	    0.070	    0.041	    0.031	   -6.860
    0.913	    0.002	    0.154	   -0.067	    0.074	    0.041	    0.029	   -6.840
    0.913	    0.002	    0.008	    0.154	    0.080	    0.043	    0.029	   -6.820
    0.914	    0.002	   -0.139	    0.099	    0.082	    0.043	    0.031	   -6.800
    0.914	    0.002	   -0.071	   -0.105	    0.074	    0.041	    0.029	   -6.780
    0.914	    0.002	    0.148	   -0.131	    0.069	    0.042	    0.030	   -6.760
    0.913	    0.002	    0.211	    0.147	    0.071	    0.041	    0.029	   -6.740
    0.913	    0.002	   -0.060	    0.135	    0.082	    0.044	    0.032	   -6.720
    0.913	    0.002	   -0.154	   -0.005	    0.080	    0.042	    0.031	   -6.700
    0.914	    0.002	   -0.147	   -0.153	    0.080	    0.044	    0.032	   -6.680
    0.913	    0.002	    0.165	   -0.097	    0.067	    0.039	    0.028	   -6.660
    0.915	    0.002	    0.186	    0.146	    0.077	    0.044	    0.031	   -6.640
    0.914	    0.002	    0.109	    0.109	    0.075	    0.042	    0.031	   -6.620
    0.914	    0.002	    0.106	   -0.036	    0.075	    0.045	    0.034	   -6.600
    0.913	    0.002	   -0.134	    0.119	    0.085	    0.044	    0.031	   -6.580
    0.915	    0.002	    0.023	   -0.138	    0.074	    0.044	    0.032	   -6.560
    0.913	    0.002	    0.115	   -0.003	    0.074	    0.043	    0.031	   -6.540
    0.913	    0.002	   -0.095	    0.131	    0.086	    0.044	    0.031	   -6.520
    0.914	    0.002	   -0.003	   -0.099	    0.078	    0.042	    0.030	   -6.500
    0.914	    0.002	    0.101	   -0.122	    0.068	    0.041	    0.030	   -6.480
    0.914	    0.002	   -0.128	    0.141	    0.085	    0.045	    0.031	   -6.460
    0.914	    0.001	    0.085	   -0.181	    0.067	    0.045	    0.033	   -6.440
    0.914	    0.002	   -0.082	    0.107	    0.080	    0.042	    0.030	   -6.420
    0.913	    0.002	   -0.170	   -0.115	    0.077	    0.043	    0.033	   -6.400
    0.912	    0.002	    0.119	   -0.119	    0.073	    0.041	    0.029	   -6.380
    0.912	    0.002	    0.222	    0.106	    0.073	    0.045	    0.030	   -6.360
    0.912	    0.002	   -0.027	    0.110	    0.081	    0.045	    0.033	   -6.340
    0.912	    0.002	    0.134	    0.058	    0.076	    0.042	    0.031	   -6.320
    0.911	    0.002	    0.104	    0.076	    0.081	    0.044	    0.031	   -6.300
    0.910	    0.002	   -0.046	    0.028	    0.077	    0.045	    0.032	   -6.280
    0.910	    0.002	    0.038	    0.011	    0.075	    0.044	    0.032	   -6.260
    0.909	    0.002	   -0.224	    0.046	    0.084	    0.043	    0.033	   -6.240
    0.909	    0.002	   -0.087	   -0.186	    0.077	    0.043	    0.030	   -6.220
    0.909	    0.002	    0.116	   -0.150	    0.073	    0.041	    0.030	   -6.200
    0.910	    0.002	    0.202	    0.106	    0.075	    0.042	    0.029	   -6.180
    0.910	    0.002	   -0.089	    0.144	    0.084	    0.044	    0.032	   -6.160
    0.909	    0.002	   -0.183	   -0.105	    0.079	    0.042	    0.031	   -6.140
    0.909	    0.002	    0.082	   -0.086	    0.072	    0.040	    0.029	   -6.120
    0.909	    0.002	    0.135	   -0.034	    0.071	    0.042	    0.030	   -6.100
    0.907	    0.002	    0.188	    0.085	    0.075	    0.043	    0.031	   -6.080
    0.907	    0.002	   -0.073	    0.129	    0.083	    0.046	    0.033	   -6.060
    0.907	    0.002	   -0.155	   -0.038	    0.079	    0.042	    0.032	   -6.040
    0.906	    0.002	   -0.019	   -0.095	    0.074	    0.041	    0.029	   -6.020
    0.906	    0.002	    0.137	   -0.103	    0.071	    0.044	    0.032	   -6.000
    0.907	    0.002	    0.227	    0.147	    0.074	    0.043	    0.029	   -5.980
    0.906	    0.002	   -0.094	    0.164	    0.082	    0.044	    0.032	   -5.960
    0.906	    0.002	    0.029	   -0.114	    0.078	    0.044	    0.032	   -5.940
    0.906	    0.002	    0.130	   -0.109	    0.071	    0.046	    0.032	   -5.920
    0.905	    0.002	    0.182	    0.152	    0.076	    0.041	    0.030	   -5.900
    0.905	    0.002	   -0.149	    0.124	    0.085	    0.044	    0.032	   -5.880
    0.905	    0.002	    0.044	   -0.168	    0.072	    0.044	    0.032	   -5.860
    0.905	    0.002	    0.151	    0.067	    0.076	    0.045	    0.031	   -5.840
    0.905	    0.002	   -0.149	    0.076	    0.086	    0.043	    0.031	   -5.820
    0.906	    0.002	   -0.013	   -0.156	    0.073	    0.042	    0.031	   -5.800
    0.906	    0.002	    0.113	   -0.115	    0.071	    0.046	    0.032	   -5.780
    0.907	    0.002	   -0.122	    0.126	    0.083	    0.042	    0.030	   -5.760
    0.905	    0.002	    0.071	   -0.170	    0.074	    0.043	    0.031	   -5.740
    0.905	    0.002	   -0.084	    0.093	    0.081	    0.045	    0.032	   -5.720
    0.905	    0.002	    0.053	   -0.098	    0.072	    0.044	    0.032	   -5.700
    0.905	    0.002	   -0.052	    0.034	    0.082	    0.044	    0.031	   -5.680
    0.905	    0.002	    0.060	    0.055	    0.077	    0.042	    0.031	   -5.660
    0.906	    0.002	    0.075	   -0.055	    0.078	    0.046	    0.031	   -5.640
    0.906	    0.002	   -0.135	    0.146	    0.084	    0.046	    0.033	   -5.620
    0.907	    0.002	    0.104	   -0.162	    0.072	    0.045	    0.032	   -5.600
    0.906	    0.002	   -0.081	    0.099	    0.081	    0.042	    0.031	   -5.580
    0.907	    0.002	    0.054	   -0.082	    0.071	    0.042	    0.031	   -5.560
    0.907	    0.002	   -0.012	   -0.014	    0.078	    0.043	    0.030	   -5.540
    0.907	    0.002	    0.007	    0.113	    0.079	    0.043	    0.031	   -5.520
    0.906	    0.002	    0.135	   -0.158	    0.070	    0.042	    0.031	   -5.500
    0.907	    0.002	   -0.061	    0.188	    0.084	    0.042	    0.030	   -5.480
    0.906	    0.002	    0.109	   -0.112	    0.072	    0.042	    0.031	   -5.460
    0.906	    0.002	   -0.047	    0.087	    0.083	    0.046	    0.033	   -5.440
    0.907	    0.002	    0.033	   -0.023	    0.078	    0.042	    0.031	   -5.420
    0.908	    0.002	    0.063	   -0.067	    0.074	    0.044	    0.031	   -5.400
    0.907	    0.002	   -0.042	    0.154	    0.082	    0.043	    0.030	   -5.380
    0.909	    0.002	    0.135	   -0.161	    0.069	    0.043	    0.032	   -5.360
    0.908	    0.002	   -0.067	    0.168	    0.082	    0.043	    0.032	   -5.340
    0.907	    0.002	    0.088	   -0.106	    0.074	    0.043	    0.032	   -5.320
    0.908	    0.002	   -0.059	    0.078	    0.081	    0.045	    0.031	   -5.300
    0.907	    0.002	    0.058	    0.053	    0.078	    0.043	    0.031	   -5.280
    0.908	    0.002	    0.117	   -0.114	    0.074	    0.044	    0.031	   -5.260
    0.909	    0.002	   -0.118	    0.160	    0.086	    0.044	    0.032	   -5.240
    0.908	    0.002	    0.100	   -0.132	    0.071	    0.044	    0.033	   -5.220
    0.909	    0.002	   -0.062	    0.085	    0.081	    0.045	    0.033	   -5.200
    0.909	    0.002	    0.025	    0.002	    0.081	    0.042	    0.030	   -5.180
    0.910	    0.001	    0.085	   -0.085	    0.073	    0.045	    0.033	   -5.160
    0.909	    0.002	   -0.055	    0.171	    0.081	    0.043	    0.031	   -5.140
    0.909	    0.002	    0.137	   -0.156	    0.068	    0.042	    0.031	   -5.120
    0.908	    0.002	   -0.068	    0.157	    0.088	    0.047	    0.033	   -5.100
    0.909	    0.002	   -0.097	   -0.081	    0.080	    0.043	    0.033	   -5.080
    0.909	    0.002	    0.112	   -0.055	    0.072	    0.041	    0.030	   -5.060
    0.909	    0.002	    0.066	    0.004	    0.076	    0.044	    0.033	   -5.040
    0.910	    0.002	   -0.009	    0.148	    0.081	    0.043	    0.030	   -5.020
